	amendment_author	amendment_number	amendment_purpose	amendment_type	bill_congress	bill_number	bill_title	bill_type	category	chamber	congress	date	nomination_number	nomination_title	number	question	record_modified	requires	result	result_text	session	source_url	subject	type	updated_at	vote_id	bias	ideology
1269					113.0	4718.0		hr	recommit	h	113	2014-07-11T10:49:00-04:00			403	On Motion to Recommit with Instructions: H R 4718 To amend the Internal Revenue Code of 1986 to modify and make permanent bonus depreciation		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll403.xml	To amend the Internal Revenue Code of 1986 to modify and make permanent bonus depreciation	On the Motion to Recommit	2014-07-14T10:15:14-04:00	h403-113.2014	-0.20642287665184963	-2.895725329149781
1270					113.0	4718.0		hr	passage	h	113	2014-07-11T10:57:00-04:00			404	On Passage: H R 4718 To amend the Internal Revenue Code of 1986 to modify and make permanent bonus depreciation		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll404.xml	To amend the Internal Revenue Code of 1986 to modify and make permanent bonus depreciation	On Passage of the Bill	2014-07-14T10:15:10-04:00	h404-113.2014	1.8412750787412544	1.6281687373987588
1271					113.0	4195.0		hr	passage-suspension	h	113	2014-07-14T19:01:00-04:00			405	On Motion to Suspend the Rules and Pass: H R 4195 To amend chapter 15 of title 44, United States Code (commonly known as the Federal Register Act), to modernize the Federal Register, and for other purposes.		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll405.xml	To amend chapter 15 of title 44, United States Code (commonly known as the Federal Register Act), to modernize the Federal Register, and for other purposes.	On Motion to Suspend the Rules and Pass	2014-07-17T18:57:12-04:00	h405-113.2014	4.624537091141561	0.015954369967452493
1272					113.0	5029.0		hr	passage-suspension	h	113	2014-07-14T19:09:00-04:00			406	On Motion to Suspend the Rules and Pass: H R 5029 To provide for the establishment of a body to indentify and coordinate international science and technology cooperation that can strengthen the domestic science and technology enterprise and support United States foreign policy goals		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll406.xml	To provide for the establishment of a body to indentify and coordinate international science and technology cooperation that can strengthen the domestic science and technology enterprise and support United States foreign policy goals	On Motion to Suspend the Rules and Pass	2014-07-17T18:57:12-04:00	h406-113.2014	3.0907321587972736	-0.6533339520609123
1273					113.0	669.0		hres	procedural	h	113	2014-07-15T14:40:00-04:00			407	On Ordering the Previous Question: H RES 669 Providing for consideration of H.R. 5021, the Highway and Transportation Funding Act of 2014		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll407.xml	Providing for consideration of H.R. 5021, the Highway and Transportation Funding Act of 2014	On Ordering the Previous Question	2014-07-18T14:15:29-04:00	h407-113.2014	0.3814994154826331	2.8323310420368633
1274					113.0	669.0		hres	passage	h	113	2014-07-15T14:47:00-04:00			408	On Agreeing to the Resolution: H RES 669 Providing for consideration of H.R. 5021, the Highway and Transportation Funding Act of 2014		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll408.xml	Providing for consideration of H.R. 5021, the Highway and Transportation Funding Act of 2014	On the Resolution	2014-07-18T14:15:28-04:00	h408-113.2014	0.6997529115382539	2.0173947360879136
1275	Jackson Lee of Texas Amendment	4.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-15T14:53:00-04:00			409	On Agreeing to the Amendment: Amendment 4 to H R 5016		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll409.xml		On the Amendment	2014-07-18T14:15:28-04:00	h409-113.2014	-0.755258314231495	-0.7717308970151986
1276					113.0	3590.0		hr	passage	h	113	2014-02-05T14:50:00-05:00			41	On Passage: H R 3590 Sportmen’s Heritage And Recreational Enhancement (SHARE) Act of 2013		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll041.xml	Sportmen’s Heritage And Recreational Enhancement (SHARE) Act of 2013	On Passage of the Bill	2014-06-18T11:23:47-04:00	h41-113.2014	2.3619232320120145	1.7273703800679985
1277	Roskam of Illinois Amendment	7.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-15T14:57:00-04:00			410	On Agreeing to the Amendment: Amendment 7 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll410.xml		On the Amendment	2014-07-18T14:15:27-04:00	h410-113.2014	2.3543596876574857	0.7422134622837836
1278	Moore of Wisconsin Amendment	14.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-15T15:00:00-04:00			411	On Agreeing to the Amendment: Amendment 14 to H R 5016		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll411.xml		On the Amendment	2014-07-18T14:15:26-04:00	h411-113.2014	-0.9557165413108739	-1.2952719829748078
1279	Waters of California Amendment	16.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-15T15:03:00-04:00			412	On Agreeing to the Amendment: Amendment 16 to H R 5016		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll412.xml		On the Amendment	2014-07-18T14:15:25-04:00	h412-113.2014	-0.7685436649804798	-1.9329529631070748
1280					113.0	5021.0		hr	recommit	h	113	2014-07-15T16:52:00-04:00			413	On Motion to Recommit with Instructions: H R 5021 To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund, and for other purposes.		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll413.xml	To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund, and for other purposes.	On the Motion to Recommit	2014-07-18T16:15:41-04:00	h413-113.2014	-0.1731953819027139	-2.769723834425339
1281					113.0	5021.0		hr	passage	h	113	2014-07-15T16:59:00-04:00			414	On Passage: H R 5021 To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund, and for other purposes.		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll414.xml	To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund, and for other purposes.	On Passage of the Bill	2014-07-18T16:15:40-04:00	h414-113.2014	2.1718569920057664	-0.32825131329083784
1282	Fleming of Louisiana Amendment No. 1	26.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T14:46:00-04:00			415	On Agreeing to the Amendment: Amendment 26 to H R 5016		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll415.xml		On the Amendment	2014-07-19T12:57:00-04:00	h415-113.2014	-1.1881187657970655	1.1242474557533544
1283	Gosar of Arizona Amendment	27.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T14:52:00-04:00			416	On Agreeing to the Amendment: Amendment 27 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll416.xml		On the Amendment	2014-07-19T12:56:59-04:00	h416-113.2014	2.776159370369668	1.6219366059039637
1284	Grayson of Florida Amendment	31.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T14:57:00-04:00			417	On Agreeing to the Amendment: Amendment 31 to H R 5016		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll417.xml		On the Amendment	2014-07-19T12:56:59-04:00	h417-113.2014	-0.563369104815568	-2.8161559885056886
1285	Heck of Washington Amendment	34.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:01:00-04:00			418	On Agreeing to the Amendment: Amendment 34 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll418.xml		On the Amendment	2014-07-19T12:56:58-04:00	h418-113.2014	0.8056974475552007	-0.9658743467334643
1286	DeSantis of Florida First Amendment	37.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:05:00-04:00			419	On Agreeing to the Amendment: Amendment 37 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll419.xml		On the Amendment	2014-07-19T12:56:58-04:00	h419-113.2014	2.8192663932882938	0.8287656904084352
1287	Napolitano of California Part B Amendment No. 1	1.0		h-bill	113.0	3964.0		hr	amendment	h	113	2014-02-05T17:44:00-05:00			42	On Agreeing to the Amendment: Amendment 1 to H R 3964		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll042.xml		On the Amendment	2014-06-18T11:23:46-04:00	h42-113.2014	-1.2668300062696278	-2.11568656449714
1288	DeSantis of Florida Second Amendment	38.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:09:00-04:00			420	On Agreeing to the Amendment: Amendment 38 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll420.xml		On the Amendment	2014-07-19T12:56:57-04:00	h420-113.2014	1.8714138716512783	1.486477949906237
1289	Blackburn of Tennessee First Amendment	39.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:13:00-04:00			421	On Agreeing to the Amendment: Amendment 39 to H R 5016		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll421.xml		On the Amendment	2014-07-19T12:56:57-04:00	h421-113.2014	-2.262889055336561	1.4542499983590382
1290	Blackburn of Tennessee Second Amendment	40.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:17:00-04:00			422	On Agreeing to the Amendment: Amendment 40 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll422.xml		On the Amendment	2014-07-19T12:56:56-04:00	h422-113.2014	0.8857784504035685	1.7189647011363511
1291	Blackburn of Tennessee Third Amendment	41.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:20:00-04:00			423	On Agreeing to the Amendment: Amendment 41 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll423.xml		On the Amendment	2014-07-19T12:56:55-04:00	h423-113.2014	-0.46085722522956735	2.109455361610831
1292	Blackburn of Tennessee Fourth Amendment	42.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:24:00-04:00			424	On Agreeing to the Amendment: Amendment 42 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll424.xml		On the Amendment	2014-07-19T12:56:55-04:00	h424-113.2014	0.3565771048178014	2.78964654692704
1293	Massie of Kentucky Amendment	46.0		h-bill	113.0	5016.0		hr	amendment	h	113	2014-07-16T15:27:00-04:00			425	On Agreeing to the Amendment: Amendment 46 to H R 5016		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll425.xml		On the Amendment	2014-07-19T12:56:55-04:00	h425-113.2014	0.9639567313449982	1.6680396540120863
1294					113.0	5016.0		hr	recommit	h	113	2014-07-16T15:52:00-04:00			426	On Motion to Recommit with Instructions: H R 5016 Making appropriations for financial services and general government for the fiscal year ending September 30, 2015, and for other purposes		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll426.xml	Making appropriations for financial services and general government for the fiscal year ending September 30, 2015, and for other purposes	On the Motion to Recommit	2014-07-19T12:56:54-04:00	h426-113.2014	0.44600632794944184	-3.221685479240684
1295					113.0	5016.0		hr	passage	h	113	2014-07-16T16:02:00-04:00			427	On Passage: H R 5016 Making appropriations for financial services and general government for the fiscal year ending September 30, 2015, and for other purposes		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll427.xml	Making appropriations for financial services and general government for the fiscal year ending September 30, 2015, and for other purposes	On Passage of the Bill	2014-07-19T15:55:25-04:00	h427-113.2014	-0.0028375152671199	2.1157936745223656
1296					113.0	670.0		hres	procedural	h	113	2014-07-17T10:31:00-04:00			428	On Ordering the Previous Question: H RES 670 Providing for consideration of the bill (H.R. 4719) to amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll428.xml	Providing for consideration of the bill (H.R. 4719) to amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory	On Ordering the Previous Question	2014-07-20T05:03:13-04:00	h428-113.2014	0.37527581419104217	2.8245770336267464
1297					113.0	670.0		hres	passage	h	113	2014-07-17T10:39:00-04:00			429	On Agreeing to the Resolution: H RES 670 Providing for consideration of the bill (H.R. 4719) to amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll429.xml	Providing for consideration of the bill (H.R. 4719) to amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory	On the Resolution	2014-07-20T05:03:12-04:00	h429-113.2014	0.6739102391723419	2.4098069585059956
1298	Matsui of California Part B Amendment No. 2	2.0		h-bill	113.0	3964.0		hr	amendment	h	113	2014-02-05T17:49:00-05:00			43	On Agreeing to the Amendment: Amendment 2 to H R 3964		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll043.xml		On the Amendment	2014-06-18T11:23:46-04:00	h43-113.2014	-0.26622156182394346	-2.3809000471105684
1299					113.0	3230.0		hr	procedural	h	113	2014-07-17T10:46:00-04:00			430	On Motion to Instruct Conferees: H R 3230 Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll430.xml	Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014	On Motion to Instruct Conferees	2014-07-20T05:03:12-04:00	h430-113.2014	1.0080191439280688	-1.809111165269891
1300					113.0	4719.0		hr	recommit	h	113	2014-07-17T12:34:00-04:00			431	On Motion to Recommit with Instructions: H R 4719 To amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll431.xml	To amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory	On the Motion to Recommit	2014-07-20T05:03:11-04:00	h431-113.2014	-0.31403963903811366	-2.564775613465752
1301					113.0	4719.0		hr	passage	h	113	2014-07-17T12:41:00-04:00			432	On Passage: H R 4719 To amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll432.xml	To amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory	On Passage of the Bill	2014-07-20T05:03:03-04:00	h432-113.2014	2.4113069428064122	1.4227532780199992
1302					113.0	4450.0		hr	passage-suspension	h	113	2014-07-22T19:00:00-04:00			433	On Motion to Suspend the Rules and Pass, as Amended: H R 4450 To extend the Travel Promotion Act of 2009, and for other purposes.		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll433.xml	To extend the Travel Promotion Act of 2009, and for other purposes.	On Motion to Suspend the Rules and Pass, as Amended	2014-07-25T18:56:59-04:00	h433-113.2014	3.288762613449999	-0.873238751631369
1303					113.0	4411.0		hr	passage-suspension	h	113	2014-07-22T19:07:00-04:00			434	On Motion to Suspend the Rules and Pass, as Amended: H R 4411 To prevent Hezbollah and associated entities from gaining access to international financial and other institutions, and for other purposes.		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll434.xml	To prevent Hezbollah and associated entities from gaining access to international financial and other institutions, and for other purposes.	On Motion to Suspend the Rules and Pass, as Amended	2014-07-25T18:56:58-04:00	h434-113.2014	4.6442951459239135	0.018959669839120303
1304					113.0	1022.0		hr	passage-suspension	h	113	2014-07-22T19:14:00-04:00			435	On Motion to Suspend the Rules and Pass, as Amended: H R 1022 Securing Energy Critical Elements and American Jobs Act		2/3	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll435.xml	Securing Energy Critical Elements and American Jobs Act	On Motion to Suspend the Rules and Pass, as Amended	2014-07-25T18:56:58-04:00	h435-113.2014	2.5866309239085252	-1.366066262717672
1305					113.0	3230.0		hr	procedural	h	113	2014-07-22T19:23:00-04:00			436	On Motion to Instruct Conferees: H R 3230 Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll436.xml	Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014	On Motion to Instruct Conferees	2014-07-25T18:56:57-04:00	h436-113.2014	1.3796422541645377	-2.131391975794093
1306					113.0	677.0		hres	procedural	h	113	2014-07-23T14:33:00-04:00			437	On Ordering the Previous Question: H RES 677 Providing for consideration of the bill (H.R. 3136) to establish a demonstration program for competency-based education, and providing for consideration of the bill (H.R. 4984) to amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll437.xml	Providing for consideration of the bill (H.R. 3136) to establish a demonstration program for competency-based education, and providing for consideration of the bill (H.R. 4984) to amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes	On Ordering the Previous Question	2014-07-26T12:48:17-04:00	h437-113.2014	-0.4512204095215393	3.2211054394652043
1307					113.0	677.0		hres	passage	h	113	2014-07-23T14:45:00-04:00			438	On Agreeing to the Resolution: H RES 677 Providing for consideration of the bill (H.R. 3136) to establish a demonstration program for competency-based education, and providing for consideration of the bill (H.R. 4984) to amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll438.xml	Providing for consideration of the bill (H.R. 3136) to establish a demonstration program for competency-based education, and providing for consideration of the bill (H.R. 4984) to amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes	On the Resolution	2014-07-26T12:48:16-04:00	h438-113.2014	0.5868703202153119	2.233658992395368
1308	Gowdy of South Carolina Part A Amendment No. 8	8.0		h-bill	113.0	3136.0		hr	amendment	h	113	2014-07-23T16:49:00-04:00			439	On Agreeing to the Amendment: Amendment 8 to H R 3136		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll439.xml		On the Amendment	2014-07-26T15:51:18-04:00	h439-113.2014	4.680199604879624	0.022350884241684365
1309	Bera of California Part B Amendment No. 3	3.0		h-bill	113.0	3964.0		hr	amendment	h	113	2014-02-05T17:53:00-05:00			44	On Agreeing to the Amendment: Amendment 3 to H R 3964		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll044.xml		On the Amendment	2014-06-18T11:23:45-04:00	h44-113.2014	-0.18997760578682232	-2.8667977752618325
1310					113.0	3136.0		hr	recommit	h	113	2014-07-23T17:07:00-04:00			440	On Motion to Recommit with Instructions: H R 3136 To establish a demonstration program for competency-based education.		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll440.xml	To establish a demonstration program for competency-based education.	On the Motion to Recommit	2014-07-26T15:51:17-04:00	h440-113.2014	0.819740295044439	-2.906938260348368
1311					113.0	3136.0		hr	passage	h	113	2014-07-23T17:17:00-04:00			441	On Passage: H R 3136 To establish a demonstration program for competency-based education.		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll441.xml	To establish a demonstration program for competency-based education.	On Passage of the Bill	2014-07-26T15:51:17-04:00	h441-113.2014	4.677601257408167	0.014738183469493333
1312					113.0	680.0		hres	procedural	h	113	2014-07-24T15:01:00-04:00			442	On Ordering the Previous Question: H RES 680 Providing for consideration of H.R. 3393, to amend the Internal Revenue Code of 1986 to consolidate certain tax benefits for educational expenses, and for other purposes, and providing for consideration of H.R. 4935, to amend the Internal Revenue Code of 1986 to make improvements to the child tax credit		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll442.xml	Providing for consideration of H.R. 3393, to amend the Internal Revenue Code of 1986 to consolidate certain tax benefits for educational expenses, and for other purposes, and providing for consideration of H.R. 4935, to amend the Internal Revenue Code of 1986 to make improvements to the child tax credit	On Ordering the Previous Question	2014-07-27T05:04:45-04:00	h442-113.2014	-0.439239230600308	3.0638813857025875
1313					113.0	680.0		hres	passage	h	113	2014-07-24T15:08:00-04:00			443	On Agreeing to the Resolution: H RES 680 Providing for consideration of H.R. 3393, to amend the Internal Revenue Code of 1986 to consolidate certain tax benefits for educational expenses, and for other purposes, and providing for consideration of H.R. 4935, to amend the Internal Revenue Code of 1986 to make improvements to the child tax credit		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll443.xml	Providing for consideration of H.R. 3393, to amend the Internal Revenue Code of 1986 to consolidate certain tax benefits for educational expenses, and for other purposes, and providing for consideration of H.R. 4935, to amend the Internal Revenue Code of 1986 to make improvements to the child tax credit	On the Resolution	2014-07-27T05:04:44-04:00	h443-113.2014	-0.20051495863963414	3.138787204782774
1314	Kilmer of Washington Part B Amendment No. 2	2.0		h-bill	113.0	4984.0		hr	amendment	h	113	2014-07-24T15:16:00-04:00			444	On Agreeing to the Amendment: Amendment 2 to H R 4984		1/2	Agreed to	Agreed to	2014	http://clerk.house.gov/evs/2014/roll444.xml		On the Amendment	2014-07-27T05:04:44-04:00	h444-113.2014	3.7095258307038006	-0.41204557144847725
1315					113.0	4984.0		hr	recommit	h	113	2014-07-24T15:32:00-04:00			445	On Motion to Recommit with Instructions: H R 4984 To amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll445.xml	To amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes	On the Motion to Recommit	2014-07-27T05:04:43-04:00	h445-113.2014	0.9007955362132016	-2.678019761001525
1316					113.0	4984.0		hr	passage	h	113	2014-07-24T15:39:00-04:00			446	On Passage: H R 4984 To amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll446.xml	To amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes	On Passage of the Bill	2014-07-27T05:04:43-04:00	h446-113.2014	3.750228650337089	-0.3461285669819264
1317					113.0	5111.0		hr	passage-suspension	h	113	2014-07-24T15:53:00-04:00			447	On Motion to Suspend the Rules and Pass, as Amended: H R 5111 To improve the response to victims of child sex trafficking		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll447.xml	To improve the response to victims of child sex trafficking	On Motion to Suspend the Rules and Pass, as Amended	2014-07-27T05:04:42-04:00	h447-113.2014	4.662472038886914	0.01794410077801734
1318					113.0	3393.0		hr	recommit	h	113	2014-07-24T17:25:00-04:00			448	On Motion to Recommit with Instructions: H R 3393 Student and Family Tax Simplification Act		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll448.xml	Student and Family Tax Simplification Act	On the Motion to Recommit	2014-07-27T05:04:42-04:00	h448-113.2014	0.8218188468310225	-2.907578902189114
1319					113.0	3393.0		hr	passage	h	113	2014-07-24T17:31:00-04:00			449	On Passage: H R 3393 Student and Family Tax Simplification Act		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll449.xml	Student and Family Tax Simplification Act	On Passage of the Bill	2014-07-27T05:04:41-04:00	h449-113.2014	0.19763754967070077	0.8137963573119917
1320	Capps of California Part B Amendment No. 4	4.0		h-bill	113.0	3964.0		hr	amendment	h	113	2014-02-05T17:58:00-05:00			45	On Agreeing to the Amendment: Amendment 4 to H R 3964		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll045.xml		On the Amendment	2014-06-18T11:23:44-04:00	h45-113.2014	-0.1405810106232743	-2.47141002937309
1321					113.0	3230.0		hr	procedural	h	113	2014-07-24T17:43:00-04:00			450	On Motion to Instruct Conferees: H R 3230 Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014		1/2	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll450.xml	Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014	On Motion to Instruct Conferees	2014-07-27T05:04:41-04:00	h450-113.2014	1.393158139256753	-2.019695182765618
1322					113.0	4935.0		hr	passage	h	113	2014-07-25T12:37:00-04:00			451	On Passage: H R 4935 To amend the Internal Revenue Code of 1986 to make improvements to the child tax credit		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll451.xml	To amend the Internal Revenue Code of 1986 to make improvements to the child tax credit	On Passage of the Bill	2014-07-28T12:15:14-04:00	h451-113.2014	1.1540783053561992	1.594610315241044
1323					113.0	105.0		hconres	passage	h	113	2014-07-25T12:43:00-04:00			452	On Agreeing to the Resolution, As Amended: H CON RES 105 Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove United States Armed Forces, other than Armed Forces required to protect United States diplomatic facilities and personnel, from Iraq		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll452.xml	Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove United States Armed Forces, other than Armed Forces required to protect United States diplomatic facilities and personnel, from Iraq	On the Resolution	2014-07-28T12:15:12-04:00	h452-113.2014	2.589947921430749	-0.38048878514493917
1324					113.0	3230.0		hr	procedural	h	113	2014-07-25T12:51:00-04:00			453	On Motion to Instruct Conferees: H R 3230 Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll453.xml	Veterans’ Access to Care through Choice, Accountability, and Transparency Act of 2014	On Motion to Instruct Conferees	2014-07-28T12:15:12-04:00	h453-113.2014	1.4982037160198223	-1.6834515125679363
1325					113.0	5081.0		hr	passage-suspension	h	113	2014-07-25T12:58:00-04:00			454	On Motion to Suspend the Rules and Pass: H R 5081 Strengthening Child Welfare Response to Trafficking Act of 2014		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll454.xml	Strengthening Child Welfare Response to Trafficking Act of 2014	On Motion to Suspend the Rules and Pass	2014-07-28T12:15:05-04:00	h454-113.2014	4.630092197113016	0.008757631424675654
1326					113.0	935.0		hr	passage-suspension	h	113	2014-07-28T18:57:00-04:00			455	On Motion to Suspend the Rules and Pass: H R 935 To amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Water Pollution Control Act to clarify Congressional intent regarding the regulation of the use of pesticides in or near navigable waters, and for other purposes		2/3	Failed	Failed	2014	http://clerk.house.gov/evs/2014/roll455.xml	To amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Water Pollution Control Act to clarify Congressional intent regarding the regulation of the use of pesticides in or near navigable waters, and for other purposes	On Motion to Suspend the Rules and Pass	2014-07-31T18:16:07-04:00	h455-113.2014	2.184695358182886	1.6799470884600052
1327					113.0	3202.0		hr	passage-suspension	h	113	2014-07-28T19:03:00-04:00			456	On Motion to Suspend the Rules and Pass, as Amended: H R 3202 Essential Transportation Worker Identification Credential Assessment Act		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll456.xml	Essential Transportation Worker Identification Credential Assessment Act	On Motion to Suspend the Rules and Pass, as Amended	2014-07-31T18:16:06-04:00	h456-113.2014	4.661297995147455	0.01556977817128492
1328					113.0	3107.0		hr	passage-suspension	h	113	2014-07-28T19:10:00-04:00			457	On Motion to Suspend the Rules and Pass, as Amended: H R 3107 Homeland Security Cybersecurity Boots-on-the-Ground Act		2/3	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll457.xml	Homeland Security Cybersecurity Boots-on-the-Ground Act	On Motion to Suspend the Rules and Pass, as Amended	2014-07-31T18:16:06-04:00	h457-113.2014	3.777703144283703	-0.2124906578058204
1329					113.0	693.0		hres	procedural	h	113	2014-07-29T13:31:00-04:00			458	On Ordering the Previous Question: H RES 693 Providing for consideration of the bill (H.R. 4315) to amend the Endangered Species Act of 1973 to require publication on the Internet of the basis for determinations that species are endangered species or threatened species, and for other purposes		1/2	Passed	Passed	2014	http://clerk.house.gov/evs/2014/roll458.xml	Providing for consideration of the bill (H.R. 4315) to amend the Endangered Species Act of 1973 to require publication on the Internet of the basis for determinations that species are endangered species or threatened species, and for other purposes	On Ordering the Previous Question	2014-08-01T13:15:17-04:00	h458-113.2014	-0.4544052906371397	3.230956879161007
